Set,Numbers,match_0_count,match_0_prob,match_1_count,match_1_prob,match_2_count,match_2_prob,match_3_count,match_3_prob,match_4_count,match_4_prob,match_5_count,match_5_prob,match_6_count,match_6_prob,match_5plusbonus_count,match_5plusbonus_prob,≥3_match_prob
AGG_ALL,—,12817121,0.40053503125,13571897,0.42412178125,4849087,0.15153396875,717234,0.0224135625,43761,0.00136753125,895,2.796875e-05,5,1.5625e-07,22,6.875e-07,0.02380921875
